Package,Type,isTypePublic,isInterface,isAnnotation,isAbstract,Element,isPublic,isField,isStatic
org/json/simple,ItemList,true,false,false,false,addAll(Ljava/lang/String;Ljava/lang/String;)V,true,false,false
org/json/simple,ItemList,true,false,false,false,getArray()[Ljava/lang/String;,true,false,false
org/json/simple,ItemList,true,false,false,false,size()I,true,false,false
org/json/simple,ItemList,true,false,false,false,toString()Ljava/lang/String;,true,false,false
org/json/simple,ItemList,true,false,false,false,add(Ljava/lang/String;)V,true,false,false
org/json/simple,ItemList,true,false,false,false,addAll(Lorg/json/simple/ItemList;)V,true,false,false
org/json/simple,ItemList,true,false,false,false,reset()V,true,false,false
org/json/simple,ItemList,true,false,false,false,<init>()V,true,false,false
org/json/simple,ItemList,true,false,false,false,<init>(Ljava/lang/String;Ljava/lang/String;Z)V,true,false,false
org/json/simple,ItemList,true,false,false,false,getItems()Ljava/util/List;,true,false,false
org/json/simple,JSONArray,true,false,false,false,toJSONString(Ljava/util/List;)Ljava/lang/String;,true,false,true
org/json/simple,JSONArray,true,false,false,false,writeJSONString(Ljava/io/Writer;)V,true,false,false
org/json/simple,JSONArray,true,false,false,false,writeJSONString(Ljava/util/List;Ljava/io/Writer;)V,true,false,true
org/json/simple,JSONArray,true,false,false,false,toString()Ljava/lang/String;,true,false,false
org/json/simple,JSONArray,true,false,false,false,<init>()V,true,false,false
org/json/simple,JSONArray,true,false,false,false,toJSONString()Ljava/lang/String;,true,false,false
org/json/simple,JSONStreamAware,true,true,false,true,writeJSONString(Ljava/io/Writer;)V,true,false,false
org/json/simple,JSONAware,true,true,false,true,toJSONString()Ljava/lang/String;,true,false,false
